                    ************************************************************************************************
                    *  Z= 31 A= 69: Positive-Parity Spin-dependent Level Density [MeV-1] for Ga 69 and ldmodel= 5  *
   4.25  0.623  3.57E+02 5.08E+02 1.65E+03 1.10E+01 2.10E+01 2.44E+01 2.92E+01 3.15E+01 2.25E+01 1.84E+01 1.40E+01 8.02E+00 4.73E+00 1.59E+00 6.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.641  4.89E+02 6.53E+02 2.13E+03 1.16E+01 2.36E+01 3.03E+01 3.90E+01 3.99E+01 3.21E+01 2.54E+01 1.64E+01 1.08E+01 5.17E+00 1.56E+00 9.20E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.658  6.61E+02 8.48E+02 2.86E+03 1.59E+01 3.43E+01 4.56E+01 4.92E+01 5.43E+01 4.30E+01 3.47E+01 2.13E+01 1.39E+01 6.60E+00 2.18E+00 1.10E+00 1.83E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.675  9.01E+02 1.26E+03 3.94E+03 2.56E+01 4.79E+01 6.68E+01 6.89E+01 6.91E+01 5.73E+01 4.81E+01 2.69E+01 1.87E+01 1.17E+01 3.31E+00 1.60E+00 1.13E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.708  1.74E+03 1.99E+03 6.98E+03 4.15E+01 7.51E+01 1.06E+02 1.24E+02 1.18E+02 9.21E+01 7.75E+01 5.04E+01 3.64E+01 2.35E+01 9.09E+00 4.81E+00 3.31E+00 8.27E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.740  3.29E+03 3.63E+03 1.33E+04 8.51E+01 1.50E+02 1.99E+02 2.20E+02 2.09E+02 1.84E+02 1.49E+02 9.74E+01 6.94E+01 4.03E+01 1.89E+01 1.06E+01 5.88E+00 3.58E+00 1.62E+00 7.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.770  5.85E+03 5.91E+03 2.26E+04 1.17E+02 2.22E+02 3.10E+02 3.62E+02 3.61E+02 3.07E+02 2.52E+02 1.76E+02 1.20E+02 6.82E+01 3.84E+01 2.07E+01 1.00E+01 6.95E+00 2.97E+00 7.94E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.799  1.03E+04 9.97E+03 4.05E+04 2.04E+02 4.01E+02 5.52E+02 6.21E+02 6.11E+02 5.31E+02 4.37E+02 3.13E+02 2.16E+02 1.36E+02 8.28E+01 5.09E+01 2.16E+01 1.28E+01 6.99E+00 1.11E+00 2.98E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.827  1.75E+04 1.71E+04 6.79E+04 3.26E+02 6.45E+02 8.86E+02 9.81E+02 9.98E+02 8.63E+02 7.47E+02 5.18E+02 3.67E+02 2.46E+02 1.51E+02 8.63E+01 4.05E+01 2.42E+01 1.39E+01 3.97E+00 2.33E+00 4.14E-01 2.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.854  2.94E+04 2.60E+04 1.17E+05 5.37E+02 1.07E+03 1.49E+03 1.66E+03 1.66E+03 1.43E+03 1.20E+03 9.12E+02 6.59E+02 4.40E+02 2.76E+02 1.62E+02 8.67E+01 5.03E+01 2.06E+01 1.05E+01 6.75E+00 1.86E+00 7.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.881  4.88E+04 4.22E+04 1.94E+05 9.22E+02 1.79E+03 2.40E+03 2.66E+03 2.75E+03 2.37E+03 2.01E+03 1.48E+03 1.10E+03 7.50E+02 4.62E+02 2.80E+02 1.56E+02 8.92E+01 4.03E+01 2.45E+01 1.19E+01 4.11E+00 7.94E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.906  7.89E+04 6.44E+04 3.07E+05 1.35E+03 2.63E+03 3.62E+03 4.16E+03 4.18E+03 3.73E+03 3.18E+03 2.34E+03 1.77E+03 1.20E+03 7.81E+02 4.67E+02 2.84E+02 1.60E+02 7.24E+01 3.90E+01 1.82E+01 7.39E+00 1.93E+00 6.19E-01 2.06E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.931  1.27E+05 9.59E+04 4.97E+05 2.12E+03 4.22E+03 5.76E+03 6.42E+03 6.53E+03 5.88E+03 5.05E+03 3.83E+03 2.88E+03 2.00E+03 1.33E+03 8.43E+02 4.86E+02 2.72E+02 1.36E+02 7.35E+01 4.10E+01 1.82E+01 6.86E+00 2.53E+00 7.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.955  2.00E+05 1.50E+05 7.65E+05 3.13E+03 6.18E+03 8.41E+03 9.45E+03 9.88E+03 8.89E+03 7.88E+03 5.90E+03 4.48E+03 3.19E+03 2.10E+03 1.31E+03 7.66E+02 4.47E+02 2.39E+02 1.27E+02 7.21E+01 2.85E+01 1.13E+01 3.88E+00 7.94E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.002  5.40E+05 3.24E+05 1.82E+06 7.02E+03 1.38E+04 1.89E+04 2.13E+04 2.20E+04 2.03E+04 1.79E+04 1.41E+04 1.09E+04 7.97E+03 5.35E+03 3.56E+03 2.10E+03 1.26E+03 7.05E+02 3.95E+02 1.92E+02 9.41E+01 4.05E+01 1.30E+01 3.72E+00 1.49E+00 2.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.046  1.26E+06 6.64E+05 4.02E+06 1.39E+04 2.75E+04 3.87E+04 4.51E+04 4.61E+04 4.30E+04 3.80E+04 3.11E+04 2.48E+04 1.82E+04 1.27E+04 8.62E+03 5.25E+03 3.24E+03 1.74E+03 1.02E+03 5.35E+02 2.88E+02 1.47E+02 5.96E+01 2.34E+01 7.26E+00 2.07E+00 3.10E-01 2.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.089  2.73E+06 1.32E+06 8.43E+06 2.72E+04 5.34E+04 7.49E+04 8.86E+04 9.27E+04 8.76E+04 7.94E+04 6.45E+04 5.25E+04 3.92E+04 2.80E+04 1.88E+04 1.20E+04 7.57E+03 4.21E+03 2.43E+03 1.38E+03 6.88E+02 3.39E+02 1.50E+02 6.55E+01 2.35E+01 7.71E+00 2.55E+00 1.38E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.130  5.63E+06 2.52E+06 1.71E+07 5.23E+04 1.03E+05 1.42E+05 1.66E+05 1.80E+05 1.70E+05 1.59E+05 1.29E+05 1.06E+05 8.20E+04 5.89E+04 4.00E+04 2.61E+04 1.67E+04 9.95E+03 5.75E+03 3.34E+03 1.73E+03 9.01E+02 4.38E+02 2.04E+02 7.03E+01 2.43E+01 9.75E+00 1.70E+00 2.07E-01 1.03E-01 1.00E-30 1.00E-30 1.00E-30
  15.00  1.170  1.11E+07 4.59E+06 3.31E+07 9.53E+04 1.88E+05 2.61E+05 3.04E+05 3.30E+05 3.17E+05 2.98E+05 2.50E+05 2.08E+05 1.63E+05 1.19E+05 8.42E+04 5.44E+04 3.54E+04 2.13E+04 1.28E+04 7.28E+03 4.00E+03 2.11E+03 1.04E+03 4.96E+02 2.16E+02 9.55E+01 3.31E+01 9.12E+00 1.85E+00 1.20E+00 1.00E-30 1.00E-30 1.00E-30
  16.00  1.208  2.11E+07 8.02E+06 6.13E+07 1.63E+05 3.22E+05 4.55E+05 5.40E+05 5.79E+05 5.65E+05 5.29E+05 4.57E+05 3.88E+05 3.06E+05 2.29E+05 1.66E+05 1.09E+05 7.17E+04 4.28E+04 2.65E+04 1.50E+04 8.62E+03 4.63E+03 2.31E+03 1.14E+03 5.21E+02 2.20E+02 8.62E+01 3.23E+01 1.10E+01 4.33E+00 2.07E-01 1.03E-01 1.00E-30
  17.00  1.245  3.84E+07 1.36E+07 1.09E+08 2.70E+05 5.32E+05 7.55E+05 9.07E+05 9.85E+05 9.74E+05 9.23E+05 8.04E+05 6.91E+05 5.53E+05 4.22E+05 3.06E+05 2.08E+05 1.39E+05 8.42E+04 5.21E+04 3.09E+04 1.73E+04 9.52E+03 4.88E+03 2.47E+03 1.10E+03 4.88E+02 1.99E+02 7.52E+01 2.96E+01 7.10E+00 1.74E+00 9.46E-01 1.00E-30
  18.00  1.281  6.76E+07 2.24E+07 1.88E+08 4.40E+05 8.66E+05 1.22E+06 1.47E+06 1.62E+06 1.61E+06 1.56E+06 1.37E+06 1.19E+06 9.67E+05 7.46E+05 5.47E+05 3.79E+05 2.58E+05 1.62E+05 9.94E+04 6.03E+04 3.35E+04 1.88E+04 9.94E+03 5.06E+03 2.37E+03 1.13E+03 4.85E+02 1.90E+02 6.47E+01 2.04E+01 7.34E+00 2.55E+00 1.00E-30
  19.00  1.317  1.15E+08 3.57E+07 3.14E+08 6.97E+05 1.37E+06 1.94E+06 2.33E+06 2.57E+06 2.58E+06 2.51E+06 2.24E+06 1.97E+06 1.63E+06 1.28E+06 9.59E+05 6.71E+05 4.62E+05 2.95E+05 1.86E+05 1.11E+05 6.41E+04 3.60E+04 1.88E+04 9.87E+03 4.80E+03 2.32E+03 1.07E+03 4.51E+02 1.75E+02 5.98E+01 1.84E+01 4.26E+00 2.51E-01
  20.00  1.351  1.92E+08 5.56E+07 5.11E+08 1.06E+06 2.10E+06 2.98E+06 3.61E+06 4.00E+06 4.05E+06 3.95E+06 3.57E+06 3.18E+06 2.66E+06 2.12E+06 1.61E+06 1.14E+06 8.03E+05 5.17E+05 3.34E+05 2.00E+05 1.18E+05 6.55E+04 3.48E+04 1.85E+04 9.13E+03 4.40E+03 2.03E+03 8.87E+02 3.51E+02 1.24E+02 4.28E+01 1.09E+01 2.17E+00
  22.50  1.433  7.33E+08 1.53E+08 1.52E+09 2.77E+06 5.48E+06 7.83E+06 9.56E+06 1.07E+07 1.10E+07 1.09E+07 1.01E+07 9.17E+06 7.89E+06 6.49E+06 5.10E+06 3.78E+06 2.76E+06 1.85E+06 1.23E+06 7.70E+05 4.61E+05 2.65E+05 1.45E+05 7.83E+04 3.92E+04 1.96E+04 9.24E+03 4.14E+03 1.79E+03 7.05E+02 2.47E+02 7.73E+01 2.64E+01
  25.00  1.510  2.13E+09 3.83E+08 4.08E+09 6.69E+06 1.32E+07 1.89E+07 2.32E+07 2.62E+07 2.72E+07 2.74E+07 2.57E+07 2.38E+07 2.09E+07 1.76E+07 1.42E+07 1.09E+07 8.21E+06 5.74E+06 3.95E+06 2.58E+06 1.59E+06 9.47E+05 5.28E+05 2.90E+05 1.48E+05 7.58E+04 3.70E+04 1.72E+04 7.56E+03 3.13E+03 1.19E+03 4.28E+02 1.37E+02
  30.00  1.654  1.76E+10 2.05E+09 2.37E+10 3.40E+07 6.73E+07 9.65E+07 1.19E+08 1.35E+08 1.42E+08 1.44E+08 1.37E+08 1.29E+08 1.16E+08 9.96E+07 8.35E+07 6.66E+07 5.24E+07 3.89E+07 2.85E+07 1.98E+07 1.32E+07 8.42E+06 5.06E+06 2.96E+06 1.60E+06 8.47E+05 4.27E+05 2.05E+05 9.50E+04 4.10E+04 1.73E+04 6.62E+03 2.43E+03
  40.00  1.910  8.47E+11 5.49E+10 6.55E+11 8.86E+08 1.76E+09 2.52E+09 3.11E+09 3.54E+09 3.72E+09 3.79E+09 3.61E+09 3.40E+09 3.07E+09 2.67E+09 2.26E+09 1.84E+09 1.47E+09 1.12E+09 8.56E+08 6.26E+08 4.45E+08 3.07E+08 2.03E+08 1.33E+08 8.20E+07 4.97E+07 2.87E+07 1.57E+07 8.18E+06 3.96E+06 1.86E+06 8.01E+05 3.34E+05
  50.00  2.136  2.15E+13 1.35E+12 1.66E+13 2.12E+10 4.20E+10 6.05E+10 7.49E+10 8.55E+10 9.00E+10 9.23E+10 8.84E+10 8.45E+10 7.68E+10 6.72E+10 5.74E+10 4.70E+10 3.81E+10 2.94E+10 2.26E+10 1.68E+10 1.22E+10 8.53E+09 5.77E+09 3.88E+09 2.48E+09 1.58E+09 9.68E+08 5.76E+08 3.32E+08 1.82E+08 9.82E+07 4.93E+07 2.41E+07
  60.00  2.340  6.80E+14 4.43E+13 5.57E+14 5.79E+11 1.15E+12 1.69E+12 2.21E+12 2.68E+12 2.70E+12 2.85E+12 2.77E+12 2.77E+12 2.48E+12 2.17E+12 1.89E+12 1.61E+12 1.36E+12 1.06E+12 8.29E+11 6.41E+11 4.76E+11 3.40E+11 2.36E+11 1.59E+11 1.08E+11 7.20E+10 4.59E+10 2.83E+10 1.69E+10 1.01E+10 5.91E+09 3.07E+09 1.60E+09
  70.00  2.527  1.42E+16 8.74E+14 1.19E+16 1.11E+13 2.21E+13 3.27E+13 4.28E+13 5.23E+13 5.32E+13 5.64E+13 5.55E+13 5.61E+13 5.08E+13 4.52E+13 3.99E+13 3.46E+13 2.97E+13 2.36E+13 1.88E+13 1.49E+13 1.13E+13 8.34E+12 5.94E+12 4.10E+12 2.90E+12 1.99E+12 1.31E+12 8.43E+11 5.23E+11 3.25E+11 2.00E+11 1.09E+11 5.98E+10
  80.00  2.702  2.41E+17 1.44E+16 2.05E+17 1.77E+14 3.52E+14 5.22E+14 6.84E+14 8.38E+14 8.61E+14 9.16E+14 9.08E+14 9.23E+14 8.43E+14 7.61E+14 6.80E+14 5.98E+14 5.20E+14 4.21E+14 3.41E+14 2.75E+14 2.14E+14 1.60E+14 1.17E+14 8.30E+13 6.03E+13 4.26E+13 2.89E+13 1.91E+13 1.23E+13 7.94E+12 5.05E+12 2.89E+12 1.66E+12
  90.00  2.865  3.53E+18 2.06E+17 3.05E+18 2.45E+15 4.86E+15 7.21E+15 9.45E+15 1.16E+16 1.20E+16 1.28E+16 1.28E+16 1.31E+16 1.21E+16 1.10E+16 9.96E+15 8.84E+15 7.78E+15 6.38E+15 5.24E+15 4.29E+15 3.39E+15 2.59E+15 1.93E+15 1.40E+15 1.04E+15 7.51E+14 5.24E+14 3.55E+14 2.35E+14 1.56E+14 1.02E+14 6.08E+13 3.64E+13
 100.00  3.020  4.54E+19 2.60E+18 3.97E+19 2.99E+16 5.94E+16 8.82E+16 1.16E+17 1.42E+17 1.48E+17 1.58E+17 1.59E+17 1.64E+17 1.53E+17 1.40E+17 1.27E+17 1.14E+17 1.01E+17 8.44E+16 7.03E+16 5.83E+16 4.68E+16 3.63E+16 2.75E+16 2.03E+16 1.54E+16 1.13E+16 8.02E+15 5.58E+15 3.78E+15 2.56E+15 1.72E+15 1.06E+15 6.55E+14
 110.00  3.168  5.25E+20 2.95E+19 4.64E+20 3.29E+17 6.54E+17 9.71E+17 1.27E+18 1.57E+18 1.64E+18 1.77E+18 1.78E+18 1.84E+18 1.73E+18 1.59E+18 1.46E+18 1.32E+18 1.19E+18 9.98E+17 8.35E+17 7.02E+17 5.70E+17 4.48E+17 3.45E+17 2.59E+17 1.99E+17 1.49E+17 1.08E+17 7.61E+16 5.26E+16 3.64E+16 2.50E+16 1.58E+16 1.00E+16
 120.00  3.309  5.51E+21 3.04E+20 4.93E+21 3.30E+18 6.56E+18 9.78E+18 1.28E+19 1.57E+19 1.65E+19 1.79E+19 1.82E+19 1.88E+19 1.78E+19 1.66E+19 1.52E+19 1.39E+19 1.25E+19 1.06E+19 8.99E+18 7.64E+18 6.27E+18 5.00E+18 3.89E+18 2.96E+18 2.30E+18 1.74E+18 1.28E+18 9.23E+17 6.49E+17 4.58E+17 3.20E+17 2.07E+17 1.34E+17
 130.00  3.444  5.32E+22 2.89E+21 4.80E+22 3.05E+19 6.08E+19 9.03E+19 1.19E+20 1.46E+20 1.54E+20 1.67E+20 1.70E+20 1.77E+20 1.69E+20 1.58E+20 1.46E+20 1.34E+20 1.22E+20 1.04E+20 8.89E+19 7.60E+19 6.30E+19 5.07E+19 3.99E+19 3.07E+19 2.42E+19 1.85E+19 1.38E+19 1.01E+19 7.21E+18 5.15E+18 3.67E+18 2.41E+18 1.60E+18
 140.00  3.574  4.77E+23 2.55E+22 4.34E+23 2.64E+20 5.24E+20 7.79E+20 1.02E+21 1.26E+21 1.34E+21 1.46E+21 1.49E+21 1.55E+21 1.48E+21 1.39E+21 1.30E+21 1.20E+21 1.10E+21 9.45E+20 8.12E+20 6.98E+20 5.83E+20 4.74E+20 3.77E+20 2.93E+20 2.33E+20 1.81E+20 1.37E+20 1.01E+20 7.30E+19 5.29E+19 3.82E+19 2.56E+19 1.72E+19
 150.00  3.699  4.00E+24 2.11E+23 3.67E+24 2.13E+21 4.24E+21 6.30E+21 8.29E+21 1.02E+22 1.09E+22 1.18E+22 1.21E+22 1.27E+22 1.21E+22 1.15E+22 1.08E+22 1.00E+22 9.18E+21 7.96E+21 6.90E+21 5.98E+21 5.03E+21 4.12E+21 3.31E+21 2.60E+21 2.08E+21 1.63E+21 1.24E+21 9.28E+20 6.82E+20 5.01E+20 3.66E+20 2.49E+20 1.70E+20
 160.00  3.821  3.15E+25 1.64E+24 2.91E+25 1.62E+22 3.22E+22 4.80E+22 6.32E+22 7.78E+22 8.31E+22 9.08E+22 9.33E+22 9.76E+22 9.41E+22 8.91E+22 8.40E+22 7.84E+22 7.23E+22 6.31E+22 5.51E+22 4.79E+22 4.06E+22 3.36E+22 2.72E+22 2.15E+22 1.74E+22 1.38E+22 1.06E+22 8.00E+21 5.93E+21 4.40E+21 3.25E+21 2.24E+21 1.55E+21
