                    ************************************************************************************************
                    *  Z= 38 A= 88: Positive-Parity Spin-dependent Level Density [MeV-1] for Sr 88 and ldmodel= 5  *
   2.25  0.462  2.51E+00 8.95E-01 8.46E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 9.97E-02 9.35E-02 1.87E-01 9.35E-02 4.36E-02 1.00E-30 9.35E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.488  3.52E+00 7.67E-01 2.04E+01 1.72E-01 4.63E-01 1.06E+00 6.37E-01 4.29E-02 4.90E-02 1.84E-01 9.20E-02 1.35E-01 1.00E-30 4.90E-02 1.00E-30 4.29E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.511  5.81E+00 7.84E+00 4.36E+01 7.35E-01 9.76E-01 2.61E+00 1.38E+00 8.84E-01 4.23E-02 9.66E-02 9.05E-02 1.81E-01 4.23E-02 1.00E-30 1.00E-30 9.05E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.534  8.62E+00 1.28E+01 5.99E+01 1.14E+00 9.62E-01 3.07E+00 1.41E+00 1.89E+00 4.22E-01 4.16E-02 4.76E-02 1.78E-01 8.92E-02 4.16E-02 1.00E-30 8.92E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.556  1.15E+01 1.43E+01 7.31E+01 1.13E+00 9.48E-01 3.03E+00 1.39E+00 2.01E+00 8.31E-01 5.79E-01 4.11E-02 1.35E-01 8.80E-02 1.29E-01 1.00E-30 8.80E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.577  1.40E+01 1.61E+01 7.48E+01 9.34E-01 4.99E-01 1.67E+00 7.71E-01 1.94E+00 8.68E-01 1.24E+00 4.10E-01 4.63E-02 8.68E-02 1.74E-01 4.05E-02 4.63E-02 1.00E-30 4.05E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.597  1.63E+01 1.04E+01 7.11E+01 4.43E-01 4.00E-02 5.69E-01 1.66E-01 1.40E+00 8.15E-01 1.37E+00 8.09E-01 3.59E-01 4.57E-02 1.71E-01 8.56E-02 1.00E-30 1.00E-30 8.56E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.617  2.01E+01 8.67E+00 1.02E+02 3.21E-01 3.21E-01 1.23E+00 1.19E+00 1.48E+00 8.96E-01 1.63E+00 1.11E+00 9.34E-01 3.95E-02 1.30E-01 8.45E-02 3.95E-02 1.00E-30 8.45E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.636  2.73E+01 2.17E+01 1.87E+02 1.85E+00 2.03E+00 4.06E+00 3.66E+00 3.65E+00 1.61E+00 1.69E+00 1.53E+00 1.28E+00 3.95E-01 4.45E-02 8.35E-02 1.22E-01 1.00E-30 8.35E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.654  4.09E+01 5.41E+01 3.17E+02 4.02E+00 4.11E+00 9.07E+00 7.41E+00 7.96E+00 3.19E+00 1.94E+00 1.43E+00 1.40E+00 7.79E-01 1.93E-01 4.40E-02 1.65E-01 3.85E-02 4.40E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.672  6.03E+01 8.02E+01 4.34E+02 5.42E+00 4.73E+00 1.15E+01 8.90E+00 1.15E+01 4.98E+00 3.88E+00 1.68E+00 1.26E+00 8.53E-01 7.50E-01 1.00E-30 1.63E-01 8.15E-02 1.00E-30 1.00E-30 3.81E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.689  8.17E+01 9.73E+01 4.79E+02 4.85E+00 3.50E+00 9.66E+00 6.98E+00 1.12E+01 5.94E+00 6.25E+00 2.72E+00 1.40E+00 8.47E-01 1.18E+00 1.88E-01 1.24E-01 8.06E-02 3.76E-02 1.00E-30 8.06E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.723  1.33E+02 7.30E+01 5.38E+02 2.57E+00 1.50E+00 5.19E+00 3.68E+00 7.85E+00 5.66E+00 9.20E+00 5.53E+00 3.67E+00 1.05E+00 1.30E+00 8.06E-01 2.57E-01 6.04E-02 1.58E-01 1.84E-02 6.04E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.755  2.08E+02 1.09E+02 8.58E+02 3.04E+00 3.79E+00 9.52E+00 9.50E+00 1.02E+01 8.24E+00 9.42E+00 7.03E+00 8.42E+00 4.30E+00 1.60E+00 9.14E-01 1.13E+00 1.80E-01 1.18E-01 7.72E-02 1.00E-30 1.00E-30 1.80E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.786  3.55E+02 2.43E+02 1.47E+03 7.48E+00 1.07E+01 2.35E+01 2.14E+01 2.56E+01 1.77E+01 1.31E+01 7.12E+00 7.91E+00 6.05E+00 5.16E+00 1.59E+00 1.28E+00 7.74E-01 2.29E-01 5.80E-02 3.53E-02 1.00E-30 7.56E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.816  6.33E+02 2.98E+02 2.18E+03 9.29E+00 1.28E+01 2.91E+01 2.66E+01 3.50E+01 2.56E+01 2.53E+01 1.47E+01 9.46E+00 5.63E+00 7.63E+00 5.03E+00 1.76E+00 8.49E-01 1.02E+00 1.56E-01 1.48E-01 1.73E-02 5.69E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.844  1.10E+03 7.09E+02 4.51E+03 2.19E+01 2.69E+01 6.73E+01 6.80E+01 6.82E+01 5.01E+01 5.09E+01 3.50E+01 2.78E+01 1.23E+01 7.86E+00 5.65E+00 5.72E+00 1.31E+00 1.12E+00 6.86E-01 1.29E-01 7.28E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.872  1.70E+03 1.17E+03 7.17E+03 2.58E+01 3.31E+01 7.96E+01 7.96E+01 1.16E+02 9.96E+01 8.66E+01 5.70E+01 4.34E+01 2.42E+01 1.31E+01 5.57E+00 7.37E+00 4.13E+00 1.12E+00 7.30E-01 3.22E-01 5.48E-02 3.34E-02 1.00E-30 1.67E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.899  2.64E+03 1.41E+03 9.86E+03 2.78E+01 3.47E+01 8.36E+01 7.97E+01 1.33E+02 1.08E+02 1.26E+02 9.84E+01 7.00E+01 3.82E+01 2.64E+01 1.24E+01 6.84E+00 5.08E+00 4.13E+00 7.91E-01 1.16E+00 1.47E-01 1.40E-01 1.64E-02 7.02E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.925  4.32E+03 2.21E+03 1.72E+04 5.93E+01 7.01E+01 1.79E+02 1.72E+02 2.24E+02 1.58E+02 1.83E+02 1.42E+02 1.47E+02 7.96E+01 5.10E+01 2.84E+01 1.42E+01 4.89E+00 7.08E+00 2.91E+00 1.30E+00 6.51E-01 1.22E-01 6.90E-02 5.29E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.950  7.47E+03 6.56E+03 3.97E+04 1.58E+02 2.00E+02 4.97E+02 5.01E+02 6.08E+02 4.52E+02 4.16E+02 2.95E+02 2.54E+02 1.60E+02 1.19E+02 5.72E+01 3.19E+01 1.06E+01 6.31E+00 5.07E+00 2.04E+00 7.13E-01 3.06E-01 5.21E-02 3.17E-02 1.00E-30 1.58E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.975  1.18E+04 9.46E+03 5.93E+04 1.88E+02 2.43E+02 5.93E+02 5.99E+02 7.99E+02 7.06E+02 7.26E+02 4.94E+02 3.64E+02 2.27E+02 1.81E+02 1.09E+02 5.18E+01 2.29E+01 8.68E+00 5.04E+00 5.50E+00 7.73E-01 1.11E+00 8.59E-02 1.18E-01 7.79E-03 5.90E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.023  3.09E+04 1.86E+04 1.24E+05 3.26E+02 4.38E+02 1.04E+03 1.06E+03 1.34E+03 1.08E+03 1.16E+03 1.01E+03 1.03E+03 7.13E+02 4.64E+02 2.48E+02 1.77E+02 9.23E+01 4.24E+01 1.76E+01 5.76E+00 5.25E+00 1.71E+00 8.34E-01 1.28E-01 6.47E-02 1.51E-02 1.00E-30 7.55E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.068  8.43E+04 3.90E+04 2.70E+05 6.23E+02 8.13E+02 1.98E+03 2.00E+03 2.69E+03 2.41E+03 2.89E+03 2.20E+03 1.86E+03 1.23E+03 1.13E+03 8.13E+02 4.66E+02 2.01E+02 1.41E+02 5.65E+01 3.01E+01 7.50E+00 7.21E+00 2.77E+00 1.26E+00 1.43E-01 1.48E-01 7.33E-03 5.55E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.112  1.95E+05 1.08E+05 7.06E+05 1.72E+03 2.27E+03 5.48E+03 5.63E+03 7.10E+03 6.04E+03 6.72E+03 5.33E+03 4.86E+03 3.66E+03 2.88E+03 1.71E+03 1.36E+03 8.25E+02 4.19E+02 2.06E+02 1.23E+02 3.32E+01 1.32E+01 4.61E+00 4.41E+00 8.89E-01 3.76E-01 1.18E-01 1.42E-02 1.00E-30 7.12E-03 1.00E-30 1.00E-30 1.00E-30
  14.00  1.154  4.74E+05 2.42E+05 1.57E+06 3.85E+03 4.85E+03 1.21E+04 1.23E+04 1.51E+04 1.27E+04 1.35E+04 1.17E+04 1.08E+04 8.08E+03 6.40E+03 4.54E+03 3.27E+03 1.71E+03 1.26E+03 6.91E+02 3.03E+02 1.38E+02 5.23E+01 1.84E+01 5.85E+00 3.82E+00 1.10E+00 5.26E-01 1.67E-01 6.93E-03 5.24E-02 1.00E-30 1.00E-30 1.00E-30
  15.00  1.194  1.04E+06 5.54E+05 3.71E+06 7.33E+03 9.10E+03 2.30E+04 2.34E+04 3.50E+04 3.04E+04 3.64E+04 2.95E+04 2.58E+04 1.79E+04 1.49E+04 1.04E+04 7.45E+03 4.59E+03 2.85E+03 1.56E+03 1.09E+03 3.88E+02 1.76E+02 6.63E+01 2.56E+01 4.31E+00 5.33E+00 6.01E-01 5.47E-01 8.48E-02 1.35E-02 1.00E-30 1.00E-30 1.00E-30
  16.00  1.233  2.28E+06 1.51E+06 9.32E+06 2.02E+04 2.55E+04 6.40E+04 6.54E+04 8.38E+04 7.11E+04 7.53E+04 6.41E+04 6.35E+04 4.97E+04 4.12E+04 2.81E+04 2.09E+04 1.25E+04 8.25E+03 4.95E+03 2.72E+03 1.34E+03 6.74E+02 2.51E+02 1.10E+02 2.65E+01 5.66E+00 4.45E+00 9.87E-01 3.08E-01 1.06E-01 6.57E-03 6.57E-03 1.00E-30
  17.00  1.271  4.70E+06 2.51E+06 1.65E+07 2.73E+04 3.39E+04 8.59E+04 8.78E+04 1.30E+05 1.13E+05 1.31E+05 1.19E+05 1.17E+05 8.50E+04 7.31E+04 5.55E+04 4.27E+04 2.55E+04 1.72E+04 1.04E+04 6.13E+03 3.03E+03 1.63E+03 8.04E+02 2.81E+02 1.12E+02 3.24E+01 5.77E+00 5.25E+00 6.32E-01 1.64E-01 4.85E-02 6.13E-02 1.00E-30
  18.00  1.308  9.19E+06 4.91E+06 3.23E+07 5.16E+04 6.50E+04 1.64E+05 1.68E+05 2.43E+05 2.10E+05 2.35E+05 2.04E+05 2.12E+05 1.62E+05 1.55E+05 1.16E+05 8.85E+04 6.02E+04 4.09E+04 2.46E+04 1.53E+04 7.61E+03 4.27E+03 1.86E+03 1.06E+03 2.94E+02 1.29E+02 2.94E+01 5.80E+00 4.13E+00 1.15E+00 6.89E-02 9.47E-02 1.00E-30
  19.00  1.344  1.76E+07 9.77E+06 6.20E+07 9.51E+04 1.17E+05 2.99E+05 3.06E+05 4.45E+05 4.03E+05 4.55E+05 3.90E+05 3.93E+05 2.99E+05 2.76E+05 2.10E+05 1.82E+05 1.20E+05 8.85E+04 5.90E+04 3.53E+04 1.85E+04 1.05E+04 5.39E+03 2.38E+03 1.12E+03 3.81E+02 1.40E+02 3.78E+01 5.92E+00 4.31E+00 7.08E-01 1.04E-01 6.11E-03
  20.00  1.379  3.19E+07 1.54E+07 1.02E+08 1.35E+05 1.64E+05 4.23E+05 4.32E+05 6.08E+05 5.66E+05 6.76E+05 6.09E+05 6.64E+05 5.25E+05 4.79E+05 3.59E+05 2.95E+05 2.09E+05 1.68E+05 1.03E+05 7.04E+04 3.98E+04 2.30E+04 1.17E+04 6.01E+03 2.31E+03 1.17E+03 3.55E+02 1.34E+02 2.47E+01 4.44E+00 3.66E+00 9.50E-01 2.04E-01
  22.50  1.463  1.60E+08 6.16E+07 4.01E+08 4.51E+05 5.38E+05 1.40E+06 1.42E+06 2.13E+06 2.01E+06 2.41E+06 2.20E+06 2.42E+06 2.01E+06 1.94E+06 1.45E+06 1.23E+06 8.97E+05 7.30E+05 5.01E+05 3.52E+05 2.17E+05 1.50E+05 8.41E+04 4.80E+04 2.20E+04 1.04E+04 4.40E+03 1.73E+03 5.92E+02 1.67E+02 3.89E+01 6.74E+00 3.53E+00
  25.00  1.542  5.40E+08 1.98E+08 1.28E+09 1.32E+06 1.57E+06 4.11E+06 4.19E+06 6.11E+06 5.47E+06 6.53E+06 6.11E+06 7.04E+06 6.05E+06 5.87E+06 4.53E+06 4.15E+06 3.14E+06 2.75E+06 1.96E+06 1.44E+06 9.45E+05 6.70E+05 4.01E+05 2.57E+05 1.44E+05 7.86E+04 3.72E+04 1.66E+04 6.09E+03 2.34E+03 9.14E+02 2.15E+02 4.06E+01
  30.00  1.689  5.95E+09 1.68E+09 1.01E+10 1.00E+07 1.16E+07 3.10E+07 3.14E+07 4.60E+07 4.19E+07 5.21E+07 4.60E+07 4.91E+07 4.02E+07 4.16E+07 3.48E+07 3.07E+07 2.39E+07 2.14E+07 1.58E+07 1.28E+07 9.23E+06 7.65E+06 4.92E+06 3.79E+06 2.35E+06 1.45E+06 8.93E+05 5.23E+05 2.59E+05 1.40E+05 6.14E+04 2.43E+04 8.25E+03
  40.00  1.950  5.05E+11 8.42E+10 4.56E+11 3.73E+08 4.15E+08 1.14E+09 1.15E+09 1.74E+09 1.60E+09 1.99E+09 1.81E+09 2.01E+09 1.73E+09 1.77E+09 1.48E+09 1.46E+09 1.16E+09 1.04E+09 8.08E+08 6.77E+08 4.82E+08 3.79E+08 2.75E+08 2.08E+08 1.42E+08 1.08E+08 7.10E+07 5.00E+07 2.99E+07 2.02E+07 1.16E+07 8.08E+06 4.15E+06
  50.00  2.180  2.07E+13 4.15E+12 1.97E+13 1.55E+10 1.69E+10 4.72E+10 4.75E+10 7.14E+10 6.65E+10 8.36E+10 7.61E+10 8.41E+10 7.23E+10 7.40E+10 6.29E+10 5.93E+10 4.77E+10 4.37E+10 3.49E+10 3.06E+10 2.29E+10 1.91E+10 1.40E+10 1.08E+10 7.28E+09 5.37E+09 3.69E+09 2.63E+09 1.67E+09 1.14E+09 6.99E+08 4.37E+08 2.53E+08
  60.00  2.388  1.10E+15 2.46E+14 1.09E+15 6.27E+11 6.83E+11 1.91E+12 1.92E+12 3.09E+12 3.03E+12 4.10E+12 3.61E+12 4.12E+12 3.73E+12 3.88E+12 3.31E+12 3.31E+12 2.79E+12 2.56E+12 2.18E+12 1.86E+12 1.36E+12 1.11E+12 8.81E+11 6.78E+11 5.05E+11 3.87E+11 2.80E+11 2.04E+11 1.27E+11 9.05E+10 5.77E+10 4.20E+10 2.38E+10
  70.00  2.580  3.12E+16 8.17E+15 3.22E+16 1.80E+13 1.95E+13 5.50E+13 5.52E+13 8.91E+13 8.72E+13 1.19E+14 1.04E+14 1.18E+14 1.07E+14 1.10E+14 9.28E+13 9.21E+13 7.78E+13 7.24E+13 6.23E+13 5.53E+13 4.26E+13 3.66E+13 2.96E+13 2.31E+13 1.73E+13 1.32E+13 9.86E+12 7.53E+12 5.06E+12 3.82E+12 2.48E+12 1.80E+12 1.06E+12
  80.00  2.758  7.11E+17 2.04E+17 7.40E+17 3.66E+14 3.94E+14 1.12E+15 1.12E+15 1.81E+15 1.78E+15 2.43E+15 2.16E+15 2.49E+15 2.29E+15 2.41E+15 2.08E+15 2.11E+15 1.81E+15 1.70E+15 1.48E+15 1.32E+15 1.01E+15 8.75E+14 7.21E+14 5.82E+14 4.51E+14 3.58E+14 2.73E+14 2.10E+14 1.43E+14 1.10E+14 7.50E+13 5.75E+13 3.55E+13
  90.00  2.925  1.35E+19 4.33E+18 1.44E+19 6.75E+15 7.24E+15 2.06E+16 2.06E+16 3.34E+16 3.28E+16 4.48E+16 3.99E+16 4.62E+16 4.25E+16 4.45E+16 3.86E+16 3.92E+16 3.39E+16 3.24E+16 2.84E+16 2.58E+16 2.04E+16 1.80E+16 1.50E+16 1.22E+16 9.50E+15 7.63E+15 5.93E+15 4.73E+15 3.33E+15 2.62E+15 1.82E+15 1.40E+15 8.94E+14
 100.00  3.083  2.22E+20 7.83E+19 2.39E+20 1.04E+17 1.11E+17 3.16E+17 3.19E+17 5.17E+17 5.07E+17 6.93E+17 6.25E+17 7.27E+17 6.74E+17 7.15E+17 6.26E+17 6.42E+17 5.59E+17 5.38E+17 4.75E+17 4.34E+17 3.45E+17 3.07E+17 2.58E+17 2.15E+17 1.71E+17 1.40E+17 1.10E+17 8.85E+16 6.31E+16 5.06E+16 3.61E+16 2.86E+16 1.87E+16
 110.00  3.234  3.23E+21 1.25E+21 3.50E+21 1.45E+18 1.54E+18 4.40E+18 4.43E+18 7.18E+18 7.07E+18 9.66E+18 8.71E+18 1.02E+19 9.44E+18 1.01E+19 8.83E+18 9.12E+18 8.00E+18 7.77E+18 6.90E+18 6.40E+18 5.15E+18 4.64E+18 3.92E+18 3.31E+18 2.65E+18 2.20E+18 1.75E+18 1.44E+18 1.04E+18 8.46E+17 6.12E+17 4.91E+17 3.29E+17
 120.00  3.378  4.19E+22 1.77E+22 4.60E+22 1.80E+19 1.92E+19 5.47E+19 5.49E+19 8.93E+19 8.79E+19 1.21E+20 1.09E+20 1.28E+20 1.19E+20 1.28E+20 1.13E+20 1.17E+20 1.04E+20 1.01E+20 9.03E+19 8.41E+19 6.83E+19 6.21E+19 5.30E+19 4.52E+19 3.65E+19 3.07E+19 2.47E+19 2.04E+19 1.50E+19 1.24E+19 9.12E+18 7.43E+18 5.07E+18
 130.00  3.515  4.97E+23 2.28E+23 5.48E+23 2.05E+20 2.17E+20 6.20E+20 6.23E+20 1.01E+21 9.99E+20 1.37E+21 1.25E+21 1.47E+21 1.37E+21 1.48E+21 1.31E+21 1.37E+21 1.21E+21 1.19E+21 1.07E+21 9.99E+20 8.20E+20 7.52E+20 6.46E+20 5.56E+20 4.53E+20 3.85E+20 3.12E+20 2.62E+20 1.95E+20 1.62E+20 1.21E+20 9.96E+19 6.90E+19
 140.00  3.648  5.41E+24 2.69E+24 6.00E+24 2.14E+21 2.26E+21 6.49E+21 6.52E+21 1.06E+22 1.05E+22 1.43E+22 1.31E+22 1.54E+22 1.44E+22 1.56E+22 1.40E+22 1.46E+22 1.30E+22 1.29E+22 1.16E+22 1.10E+22 9.02E+21 8.32E+21 7.20E+21 6.25E+21 5.14E+21 4.40E+21 3.60E+21 3.05E+21 2.30E+21 1.93E+21 1.46E+21 1.21E+21 8.50E+20
 150.00  3.776  5.45E+25 2.93E+25 6.07E+25 2.08E+22 2.19E+22 6.30E+22 6.33E+22 1.03E+23 1.02E+23 1.39E+23 1.28E+23 1.51E+23 1.42E+23 1.54E+23 1.38E+23 1.45E+23 1.29E+23 1.28E+23 1.17E+23 1.11E+23 9.15E+22 8.56E+22 7.40E+22 6.47E+22 5.36E+22 4.63E+22 3.81E+22 3.26E+22 2.48E+22 2.10E+22 1.60E+22 1.34E+22 9.58E+21
 160.00  3.900  5.13E+26 2.97E+26 5.74E+26 1.89E+23 1.99E+23 5.73E+23 5.76E+23 9.42E+23 9.27E+23 1.27E+24 1.17E+24 1.38E+24 1.31E+24 1.42E+24 1.27E+24 1.34E+24 1.20E+24 1.20E+24 1.09E+24 1.04E+24 8.73E+23 8.11E+23 7.08E+23 6.24E+23 5.20E+23 4.53E+23 3.76E+23 3.22E+23 2.48E+23 2.12E+23 1.62E+23 1.38E+23 9.90E+22
 170.00  4.020  4.54E+27 2.83E+27 5.09E+27 1.62E+24 1.70E+24 4.90E+24 4.92E+24 8.05E+24 7.91E+24 1.09E+25 1.00E+25 1.19E+25 1.13E+25 1.23E+25 1.10E+25 1.17E+25 1.05E+25 1.05E+25 9.62E+24 9.20E+24 7.70E+24 7.27E+24 6.36E+24 5.64E+24 4.72E+24 4.14E+24 3.45E+24 2.99E+24 2.32E+24 1.99E+24 1.54E+24 1.31E+24 9.56E+23
