                    ************************************************************************************************
                    *  Z= 24 A= 54: Positive-Parity Spin-dependent Level Density [MeV-1] for Cr 54 and ldmodel= 5  *
   2.25  0.545  8.66E+00 5.49E+00 4.63E+01 6.24E-01 7.17E-02 9.54E-01 6.44E-01 1.57E+00 1.46E+00 3.16E-01 1.00E-30 1.13E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.574  1.00E+01 8.72E+00 4.30E+01 6.06E-01 1.94E-02 4.97E-01 3.97E-01 1.07E+00 1.55E+00 6.58E-01 4.95E-02 6.20E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.602  1.15E+01 1.19E+01 4.43E+01 6.43E-01 8.13E-02 5.32E-01 2.81E-01 7.45E-01 1.48E+00 9.76E-01 2.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.629  1.33E+01 1.21E+01 5.08E+01 4.80E-01 1.88E-01 1.20E+00 2.64E-01 4.32E-01 1.24E+00 1.39E+00 4.20E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.655  1.55E+01 1.03E+01 6.49E+01 2.18E-01 3.17E-01 2.19E+00 6.69E-01 5.03E-01 1.30E+00 1.34E+00 6.72E-01 4.71E-02 1.00E-30 4.71E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.679  1.90E+01 8.39E+00 9.74E+01 4.84E-01 7.13E-01 3.51E+00 1.58E+00 1.27E+00 1.75E+00 1.30E+00 8.81E-01 1.98E-01 1.00E-30 1.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.703  2.52E+01 7.77E+00 1.68E+02 1.58E+00 2.04E+00 5.74E+00 3.22E+00 3.62E+00 2.20E+00 1.69E+00 1.14E+00 6.49E-01 1.00E-30 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.726  3.49E+01 9.14E+00 2.54E+02 3.90E+00 4.66E+00 8.73E+00 5.09E+00 5.09E+00 2.88E+00 2.33E+00 1.56E+00 1.22E+00 1.90E-01 7.89E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.749  4.71E+01 1.04E+01 3.43E+02 4.42E+00 5.11E+00 9.44E+00 6.82E+00 8.16E+00 4.05E+00 3.42E+00 1.75E+00 1.64E+00 6.08E-01 2.78E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.770  6.08E+01 1.60E+01 4.11E+02 4.49E+00 4.60E+00 8.68E+00 7.68E+00 1.10E+01 5.36E+00 4.41E+00 1.95E+00 1.92E+00 9.36E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.791  7.40E+01 2.97E+01 4.27E+02 3.98E+00 3.21E+00 6.52E+00 6.93E+00 1.21E+01 6.59E+00 4.87E+00 2.15E+00 1.89E+00 1.21E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.812  8.77E+01 5.82E+01 4.45E+02 3.55E+00 2.55E+00 5.38E+00 6.12E+00 1.19E+01 7.73E+00 5.78E+00 2.48E+00 1.89E+00 1.33E+00 8.53E-02 1.00E-30 2.13E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.852  1.25E+02 9.73E+01 5.33E+02 3.60E+00 3.04E+00 6.16E+00 5.72E+00 9.88E+00 9.01E+00 9.65E+00 4.01E+00 2.10E+00 1.28E+00 6.11E-01 1.00E-30 9.34E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.889  1.92E+02 9.40E+01 8.66E+02 7.28E+00 8.88E+00 1.62E+01 1.22E+01 1.33E+01 9.93E+00 1.42E+01 7.89E+00 3.41E+00 2.17E+00 1.50E+00 8.11E-02 7.09E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.926  2.91E+02 9.64E+01 1.43E+03 1.08E+01 1.27E+01 2.62E+01 2.39E+01 2.71E+01 1.69E+01 1.60E+01 1.30E+01 7.56E+00 3.29E+00 2.05E+00 5.82E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.961  4.46E+02 1.76E+02 2.33E+03 1.67E+01 1.94E+01 4.16E+01 3.74E+01 4.31E+01 3.12E+01 2.27E+01 1.72E+01 1.64E+01 6.15E+00 3.30E+00 1.46E+00 7.73E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.994  6.48E+02 2.94E+02 3.11E+03 1.86E+01 2.17E+01 4.78E+01 4.28E+01 5.86E+01 4.29E+01 3.63E+01 2.17E+01 1.98E+01 1.02E+01 4.77E+00 1.98E+00 5.37E-01 8.36E-02 1.89E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.027  9.07E+02 5.08E+02 3.78E+03 1.81E+01 1.88E+01 4.74E+01 4.44E+01 6.93E+01 5.46E+01 5.02E+01 3.01E+01 1.87E+01 1.42E+01 6.89E+00 2.30E+00 1.34E+00 4.05E-01 8.30E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.059  1.30E+03 6.92E+02 5.07E+03 2.50E+01 2.87E+01 6.56E+01 5.56E+01 7.92E+01 6.63E+01 7.16E+01 4.48E+01 2.75E+01 1.79E+01 1.10E+01 3.83E+00 2.01E+00 5.47E-01 6.32E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.089  1.88E+03 7.90E+02 7.71E+03 3.96E+01 5.01E+01 1.14E+02 9.24E+01 1.10E+02 9.16E+01 9.78E+01 6.75E+01 5.11E+01 2.67E+01 1.85E+01 7.48E+00 2.67E+00 7.37E-01 4.43E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.119  2.69E+03 1.02E+03 1.11E+04 5.33E+01 6.69E+01 1.61E+02 1.37E+02 1.69E+02 1.39E+02 1.28E+02 9.19E+01 7.49E+01 4.12E+01 2.52E+01 1.20E+01 4.42E+00 1.41E+00 2.39E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.148  3.80E+03 1.64E+03 1.57E+04 7.05E+01 8.69E+01 2.18E+02 1.94E+02 2.49E+02 2.04E+02 1.70E+02 1.24E+02 1.06E+02 6.14E+01 3.47E+01 1.84E+01 7.44E+00 2.59E+00 6.23E-01 5.44E-02 8.49E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.204  7.96E+03 3.52E+03 2.70E+04 1.12E+02 1.25E+02 3.17E+02 2.94E+02 4.01E+02 3.39E+02 3.25E+02 2.20E+02 1.66E+02 1.10E+02 7.12E+01 3.28E+01 2.15E+01 6.68E+00 2.63E+00 5.10E-01 6.54E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.258  1.58E+04 5.93E+03 4.96E+04 2.06E+02 2.50E+02 6.03E+02 5.39E+02 6.87E+02 5.62E+02 5.61E+02 4.16E+02 3.39E+02 2.08E+02 1.43E+02 7.50E+01 3.45E+01 1.66E+01 5.11E+00 1.10E+00 9.79E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.309  3.02E+04 1.12E+04 9.26E+04 3.66E+02 4.40E+02 1.07E+03 9.87E+02 1.30E+03 1.07E+03 9.96E+02 7.38E+02 6.25E+02 4.15E+02 2.60E+02 1.51E+02 8.84E+01 3.38E+01 1.56E+01 4.61E+00 9.81E-01 8.25E-02 7.59E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.359  5.53E+04 2.18E+04 1.54E+05 5.41E+02 6.61E+02 1.63E+03 1.50E+03 2.04E+03 1.73E+03 1.73E+03 1.24E+03 1.02E+03 7.02E+02 4.78E+02 2.59E+02 1.59E+02 7.47E+01 3.14E+01 1.11E+01 3.25E+00 7.70E-01 5.87E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.406  9.97E+04 3.61E+04 2.69E+05 9.51E+02 1.12E+03 2.80E+03 2.60E+03 3.44E+03 2.89E+03 2.87E+03 2.20E+03 1.84E+03 1.23E+03 8.79E+02 5.07E+02 2.91E+02 1.49E+02 6.35E+01 2.67E+01 7.55E+00 1.52E+00 8.14E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.452  1.76E+05 6.46E+04 4.65E+05 1.56E+03 1.87E+03 4.66E+03 4.32E+03 5.79E+03 4.94E+03 4.88E+03 3.64E+03 3.21E+03 2.22E+03 1.53E+03 9.27E+02 5.86E+02 2.87E+02 1.49E+02 5.67E+01 2.33E+01 5.55E+00 8.49E-01 9.82E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.497  3.01E+05 1.15E+05 7.52E+05 2.37E+03 2.84E+03 7.10E+03 6.68E+03 9.16E+03 7.84E+03 7.93E+03 5.98E+03 5.10E+03 3.60E+03 2.60E+03 1.55E+03 9.93E+02 5.19E+02 2.60E+02 1.16E+02 4.61E+01 1.42E+01 3.80E+00 8.98E-01 6.66E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.541  5.08E+05 1.87E+05 1.24E+06 3.78E+03 4.51E+03 1.14E+04 1.07E+04 1.46E+04 1.24E+04 1.28E+04 9.84E+03 8.60E+03 6.03E+03 4.43E+03 2.75E+03 1.76E+03 9.63E+02 4.96E+02 2.24E+02 9.58E+01 3.18E+01 8.31E+00 1.46E+00 9.31E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.583  8.40E+05 3.15E+05 2.01E+06 6.08E+03 7.21E+03 1.79E+04 1.67E+04 2.27E+04 1.96E+04 2.02E+04 1.55E+04 1.40E+04 9.90E+03 7.29E+03 4.58E+03 3.06E+03 1.65E+03 9.18E+02 4.23E+02 1.99E+02 6.79E+01 2.30E+01 4.81E+00 4.21E-01 7.45E-02 2.51E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.624  1.36E+06 5.21E+05 3.13E+06 9.08E+03 1.08E+04 2.69E+04 2.52E+04 3.45E+04 2.99E+04 3.10E+04 2.42E+04 2.18E+04 1.56E+04 1.17E+04 7.46E+03 5.04E+03 2.77E+03 1.58E+03 7.50E+02 3.64E+02 1.31E+02 4.72E+01 1.15E+01 1.58E+00 7.24E-01 2.44E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.722  5.10E+06 1.65E+06 9.21E+06 2.40E+04 2.84E+04 7.19E+04 6.77E+04 9.45E+04 8.27E+04 8.80E+04 6.97E+04 6.38E+04 4.69E+04 3.65E+04 2.40E+04 1.67E+04 9.70E+03 5.77E+03 2.95E+03 1.53E+03 6.30E+02 2.56E+02 8.51E+01 2.43E+01 4.74E+00 2.02E+00 2.47E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.816  1.47E+07 4.79E+06 2.44E+07 5.84E+04 6.87E+04 1.75E+05 1.66E+05 2.34E+05 2.06E+05 2.25E+05 1.79E+05 1.68E+05 1.25E+05 1.01E+05 6.75E+04 4.92E+04 2.97E+04 1.83E+04 9.86E+03 5.40E+03 2.45E+03 1.07E+03 4.11E+02 1.42E+02 3.88E+01 9.57E+00 1.40E+00 1.92E+00 2.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  1.989  1.16E+08 3.14E+07 1.38E+08 2.86E+05 3.32E+05 8.56E+05 8.16E+05 1.17E+06 1.04E+06 1.16E+06 9.46E+05 9.26E+05 7.09E+05 6.04E+05 4.18E+05 3.26E+05 2.06E+05 1.38E+05 7.99E+04 4.80E+04 2.39E+04 1.19E+04 5.28E+03 2.25E+03 7.93E+02 2.69E+02 7.32E+01 1.50E+01 2.17E+00 2.91E+01 6.05E+00 8.53E-01 4.70E-02
  40.00  2.297  3.30E+09 6.56E+08 2.38E+09 4.00E+06 4.53E+06 1.20E+07 1.15E+07 1.68E+07 1.51E+07 1.74E+07 1.45E+07 1.49E+07 1.18E+07 1.07E+07 7.88E+06 6.66E+06 4.55E+06 3.45E+06 2.20E+06 1.54E+06 8.78E+05 5.38E+05 2.80E+05 1.52E+05 6.77E+04 3.09E+04 1.19E+04 4.28E+03 1.34E+03 3.61E+02 7.91E+01 1.20E+01 7.83E-01
  50.00  2.568  4.08E+10 8.82E+09 2.85E+10 4.46E+07 4.96E+07 1.33E+08 1.27E+08 1.89E+08 1.69E+08 1.97E+08 1.65E+08 1.70E+08 1.36E+08 1.25E+08 9.36E+07 8.10E+07 5.68E+07 4.49E+07 2.97E+07 2.23E+07 1.36E+07 9.31E+06 5.37E+06 3.40E+06 1.76E+06 9.86E+05 4.65E+05 2.23E+05 8.87E+04 3.55E+04 1.20E+04 3.58E+03 9.13E+02
  60.00  2.813  6.38E+11 1.76E+11 4.69E+11 6.54E+08 7.18E+08 1.98E+09 1.96E+09 3.11E+09 2.67E+09 3.27E+09 2.69E+09 2.69E+09 2.25E+09 2.08E+09 1.59E+09 1.35E+09 9.50E+08 7.56E+08 4.97E+08 3.80E+08 2.32E+08 1.63E+08 9.57E+07 6.37E+07 3.55E+07 2.17E+07 1.13E+07 6.28E+06 3.05E+06 1.58E+06 6.80E+05 2.94E+05 1.05E+05
  70.00  3.038  8.01E+12 2.57E+12 5.89E+12 7.66E+09 8.35E+09 2.32E+10 2.30E+10 3.66E+10 3.16E+10 3.91E+10 3.24E+10 3.29E+10 2.78E+10 2.61E+10 2.03E+10 1.75E+10 1.26E+10 1.02E+10 6.84E+09 5.29E+09 3.31E+09 2.35E+09 1.40E+09 9.31E+08 5.25E+08 3.17E+08 1.69E+08 9.43E+07 4.75E+07 2.61E+07 1.23E+07 6.22E+06 2.63E+06
  80.00  3.248  8.98E+13 3.36E+13 6.70E+13 8.14E+10 8.83E+10 2.47E+11 2.44E+11 3.89E+11 3.40E+11 4.22E+11 3.54E+11 3.63E+11 3.09E+11 2.95E+11 2.32E+11 2.03E+11 1.49E+11 1.22E+11 8.40E+10 6.63E+10 4.26E+10 3.10E+10 1.91E+10 1.30E+10 7.57E+09 4.67E+09 2.55E+09 1.44E+09 7.37E+08 4.02E+08 1.91E+08 9.69E+07 4.28E+07
  90.00  3.445  9.01E+14 3.90E+14 6.83E+14 7.72E+11 8.34E+11 2.34E+12 2.32E+12 3.70E+12 3.26E+12 4.07E+12 3.44E+12 3.57E+12 3.08E+12 2.97E+12 2.36E+12 2.10E+12 1.57E+12 1.31E+12 9.21E+11 7.39E+11 4.86E+11 3.62E+11 2.29E+11 1.60E+11 9.60E+10 6.09E+10 3.45E+10 2.01E+10 1.07E+10 6.03E+09 2.97E+09 1.52E+09 6.86E+08
 100.00  3.631  8.17E+15 4.03E+15 6.26E+15 6.62E+12 7.14E+12 2.00E+13 1.99E+13 3.19E+13 2.82E+13 3.54E+13 3.02E+13 3.16E+13 2.74E+13 2.67E+13 2.15E+13 1.95E+13 1.47E+13 1.25E+13 8.92E+12 7.30E+12 4.91E+12 3.74E+12 2.42E+12 1.73E+12 1.07E+12 7.00E+11 4.08E+11 2.46E+11 1.36E+11 7.91E+10 4.06E+10 2.17E+10 1.02E+10
 110.00  3.808  6.76E+16 3.79E+16 5.24E+16 5.23E+13 5.61E+13 1.58E+14 1.57E+14 2.52E+14 2.24E+14 2.83E+14 2.43E+14 2.56E+14 2.24E+14 2.20E+14 1.79E+14 1.64E+14 1.25E+14 1.08E+14 7.82E+13 6.50E+13 4.45E+13 3.44E+13 2.28E+13 1.67E+13 1.06E+13 7.09E+12 4.26E+12 2.65E+12 1.52E+12 9.14E+11 4.86E+11 2.69E+11 1.33E+11
 120.00  3.978  5.17E+17 3.26E+17 4.04E+17 3.81E+14 4.09E+14 1.15E+15 1.15E+15 1.84E+15 1.64E+15 2.09E+15 1.80E+15 1.92E+15 1.68E+15 1.67E+15 1.37E+15 1.26E+15 9.80E+14 8.50E+14 6.28E+14 5.28E+14 3.68E+14 2.89E+14 1.96E+14 1.45E+14 9.43E+13 6.45E+13 3.97E+13 2.53E+13 1.49E+13 9.27E+12 5.09E+12 2.93E+12 1.50E+12
 130.00  4.140  3.69E+18 2.61E+18 2.90E+18 2.60E+15 2.78E+15 7.86E+15 7.80E+15 1.26E+16 1.13E+16 1.43E+16 1.25E+16 1.34E+16 1.18E+16 1.18E+16 9.73E+15 9.06E+15 7.11E+15 6.26E+15 4.65E+15 3.96E+15 2.80E+15 2.23E+15 1.53E+15 1.16E+15 7.63E+14 5.34E+14 3.36E+14 2.20E+14 1.33E+14 8.41E+13 4.77E+13 2.83E+13 1.50E+13
 140.00  4.296  2.47E+19 1.95E+19 1.96E+19 1.67E+16 1.78E+16 5.06E+16 5.03E+16 8.11E+16 7.30E+16 9.31E+16 8.12E+16 8.73E+16 7.75E+16 7.81E+16 6.51E+16 6.09E+16 4.81E+16 4.27E+16 3.22E+16 2.77E+16 1.98E+16 1.60E+16 1.12E+16 8.56E+15 5.77E+15 4.08E+15 2.62E+15 1.75E+15 1.08E+15 6.99E+14 4.07E+14 2.47E+14 1.35E+14
 150.00  4.447  1.56E+20 1.37E+20 1.24E+20 1.02E+17 1.08E+17 3.07E+17 3.06E+17 4.92E+17 4.45E+17 5.69E+17 4.97E+17 5.41E+17 4.81E+17 4.88E+17 4.08E+17 3.86E+17 3.07E+17 2.75E+17 2.09E+17 1.82E+17 1.32E+17 1.08E+17 7.61E+16 5.91E+16 4.02E+16 2.90E+16 1.89E+16 1.28E+16 8.07E+15 5.33E+15 3.18E+15 1.97E+15 1.11E+15
 160.00  4.593  9.37E+20 9.06E+20 7.49E+20 5.87E+17 6.21E+17 1.77E+18 1.76E+18 2.85E+18 2.58E+18 3.31E+18 2.91E+18 3.17E+18 2.84E+18 2.89E+18 2.43E+18 2.32E+18 1.86E+18 1.67E+18 1.29E+18 1.13E+18 8.26E+17 6.79E+17 4.88E+17 3.82E+17 2.64E+17 1.93E+17 1.28E+17 8.82E+16 5.63E+16 3.80E+16 2.30E+16 1.46E+16 8.38E+15
 170.00  4.734  5.35E+21 5.71E+21 4.30E+21 3.24E+18 3.43E+18 9.80E+18 9.73E+18 1.58E+19 1.43E+19 1.84E+19 1.62E+19 1.78E+19 1.60E+19 1.63E+19 1.38E+19 1.32E+19 1.07E+19 9.70E+18 7.52E+18 6.63E+18 4.92E+18 4.07E+18 2.95E+18 2.34E+18 1.64E+18 1.21E+18 8.14E+17 5.67E+17 3.70E+17 2.54E+17 1.56E+17 1.01E+17 5.92E+16
